GENE	Sample1	Sample2
TEX9	0	0
TFAM	39.1846	8.93712
TFAP2A	0	0
TFAP2B	0	0
TFAP2C	0	0
TFAP2D	0	0
TFAP2E	0	0
TFAP4	0	7.74243
TFB1M	74.8147	0
TFB2M	13.5248	0
TFCP2L1	0	0
TFCP2	57.4901	10.7154
TFDP1	56.6322	65.1356
TFDP2	0	15.9998
TFDP3	0	0
TFE3	35.86528168429	29.2701
TFEB	70.5984	83.0639
TFEC	25.987351688	0
TFF1	0	0
TFF2	0	0
TFF3	0	0
TFG	27.9555	23.6875048
TFIP11	57.2727	11.426
TFPI2	0	0
TFPI	0	0
TFPT	0	96.8802
TFR2	16.1636	0
TFRC	9.74746	3.45105
TF	0	0
TGDS	13.2891	9.08432
TGFA	0	11.39854
TGFB1I1	0	0
TGFB1	261.354	515.352
TGFB2	0	0
TGFB3	7.28215	0
TGFBI	231.9062	284.9078
TGFBR1	18.1440000580659	12.62060517368
TGFBR2	92.2553	52.42180104188
TGFBR3	25.16630855774	20.4773000748265
TGFBRAP1	31.40444	29.8869
TGIF1	0	36.834726511
TGIF2LX	0	0
TGIF2LY	0	0
TGIF2	6.79033	4.76925
TGM1	0	0
TGM2	0	4.68405
TGM3	0	0
TGM4	0	0
TGM5	0	0
TGM6	0	0
TGM7	0	0
TGOLN2	132.89842	87.9364
TGS1	6.81124	0
TG	0	0
NELFCD	56.0559	46.3907
THADA	12.4916	17.58758
THAP10	0	0
THAP11	38.1484	60.9922
THAP1	0	0
THAP2	0	0
THAP3	19.6709	21.08959
THAP4	138.5782	21.771
THAP5	0	9.82864
THAP6	27.32584	0
THAP7	0	15.7014
THAP8	0	0
THAP9	0	0
THBD	32.6854	0
THBS1	23.5167	0
THBS2	0	0
THBS3	50.65038	5.19357
THBS4	0	0
THEG	0	0
THEM4	42.9403	29.6652
THEM5	0	0
THEMIS	18.2128	29.9389
THG1L	20.7993	0
THNSL1	6.10614	4.30113
THNSL2	0	0
THOC1	44.8561	7.730153
THOC2	72.92235	105.42896
THOC3	0	0
ALYREF	0	91.6004
THOC5	69.2169	22.02089
THOC6	38.3195	51.155
THOC7	59.5032	76.1942
THOP1	46.1732422	38.5151
THPO	0	0
THRAP3	25.8194	8.21634
THRA	29.35725	34.0147
THRB	0	0
THRSP	0	0
THSD1	0	0
THSD4	0	0
THSD7A	0	0
THSD7B	0	0
THTPA	0	0
THUMPD1	11.751001	24.8572754
THUMPD2	0	0
THUMPD3	6.09772	16.2849
THY1	0	0
THYN1	0	90.0926
TH	0	0
TIA1	101.991111	82.9014
TIAF1	0	0
TIAL1	60.885495125	23.8108
TIAM1	26.8582	14.3563
TIAM2	0	0
TICAM1	8.65229	18.0887
TICAM2	0	0
TIE1	0	0
TIFAB	0	0
TIFA	0	10.583
TIGD1	19.2136	0
TIGD2	11.4166	0
TIGD3	0	0
TIGD4	0	0
TIGD5	0	21.6662
TIGD6	0	0
TIGD7	18.2693	6.35289
TIGIT	11.0959	22.9622
TIMD4	0	0
TIMELESS	13.2916	0
TIMM10	0	51.2095
TIMM13	73.3047	8.38871
PAM16	13.4947	0
TIMM17A	14.6343	9.94887
TIMM17B	55.1284	53.3939
TIMM22	14.5	39.4519
TIMM44	40.4949	26.9657334
TIMM50	18.2317	12.6806
TIMM8A	0	0
TIMM8B	0	0
TIMM9	67.595	42.614
TIMP1	82.2227	221.717
TIMP2	88.653208	47.8921609
TIMP3	0	0
TIMP4	0	0
TINAGL1	0	0
TINAG	0	0
TINF2	24.2474	82.7689
TIPARP	0	8.45896
TIPIN	20.8975	0
TIPRL	31.4881	16.3127
TIRAP	0	0
TJAP1	60.119134068679	25.3612
TJP1	0	0
TJP2	39.3769	7.50973
TJP3	8.282929033	0
TK1	0	0
TK2	30.3267	26.5366
TKTL1	0	0
TKTL2	0	0
TKT	520.33	510.726977677
TLCD1	0	0
TLE1	0	10.08270213975
TLE2	17.28549	11.1253
TLE3	48.7989	60.7833728
TLE4	28.2466	12.8619
TLE6	0	0
TLK1	18.0034	19.1525
TLK2	17.9195	6.35748
TLL1	0	0
TLL2	0	0
TLN1	205.488	129.716
TLN2	0	0
TLR10	7.40091	19.5134
TLR1	32.7273	5.71299
TLR2	578.18180425566	14.57423
TLR3	0	0
TLR4	58.029	11.7765
TLR5	7.15726	0
TLR6	8.489570128586	0
TLR7	4.89479	9.82784
TLR8	43.6981	15.4325
TLR9	0	5.39504
TLX1NB	0	0
TLX1	0	0
TLX2	0	0
TLX3	0	0
TM2D1	0	0
TM2D2	7.12269	9.99134
TM2D3	41.7748	19.9266
TM4SF18	0	0
TM4SF19	0	0
TM4SF1	0	0
TM4SF20	0	0
TM4SF4	0	0
TM4SF5	0	0
TM6SF1	17.493	23.5097
TM6SF2	0	0
TM7SF2	32.56510459676	0
TM7SF3	5.27495	11.1806
DCSTAMP	0	0
TM9SF1	28.9587	20.3924323324
TM9SF2	98.5942	78.0359
TM9SF3	25.8867100361213	39.3974
TM9SF4	73.3801	39.43841
TMBIM1	124.122	69.95867
TMBIM4	38.943181	46.2892
TMBIM6	323.09	483.804
TMC1	0	0
TMC2	0	0
TMC3	9.97952	0
TMC4	0	0
TMC5	0	0
TMC6	652.6428	153.24334
TMC7	0	0
TMC8	671.1283	111.2989
TMCC1	0	5.90347
TMCC2	0	0
TMCC3	7.81533272	2.75119
TMCO1	20.5834	24.1584
TMCO2	0	0
TMCO3	45.7136	31.4903
TMCO4	20.7161	0
TMCO5A	0	0
TMCO6	74.25903937	0
TANGO6	27.3336	0
TMED10	62.021200110476	74.2173
TMED1	0	0
TMED2	67.25	85.0084
TMED3	35.6342	11.957
TMED4	151.9643	65.8434
TMED5	11.6188808453	24.5837302840468
TMED6	0	0
TMED7-TICAM2	19.5987	5.76313
TMED7	43.84887	18.1322
TMED8	17.12727	11.5262
TMED9	177.599	154.977
TMEFF1	10.3387	0
TMEFF2	0	0
TMEM100	0	0
TMEM101	17.0876	21.4883
TMEM102	12.1038	16.6291
TMEM104	33.649	0
TMEM105	0	0
TMEM106A	9.4508	11.65072711
TMEM106B	3.58296	5.10218
TMEM106C	16.8404	45.3851
TMEM107	16.4643	6.85967
TMEM108	0	0
TMEM109	58.8759	72.8985
TMEM110	41.1068	11.8331
EMC3	118.479	31.0672
TMEM114	0	0
TMEM115	11.3463	31.2748
TMEM116	0	12.8298
TMEM117	0	0
TMEM119	0	0
TMEM11	14.3402	23.7541
TMEM120A	19.8296	51.8738
TMEM120B	8.39619316	3.035796267
TMEM121	0	0
TMEM123	115.657	271.195
TMEM125	0	0
TMEM126A	38.6387	0
TMEM126B	55.3352	20.4244
TMEM127	38.1323	38.692694
TMEM128	30.6683	28.5163
TMEM129	22.1918	22.9622
TMEM130	8.58512	0
TMEM131	39.9875	14.83596
TMEM132A	0	6.59113
TMEM132B	0	0
TMEM132C	0	0
TMEM132D	0	0
TMEM132E	0	0
TMEM133	12.9393	0
TMEM134	52.49529927	19.3247
TMEM135	0	0
TMEM136	0	0
TMEM138	43.522	0
TMEM139	0	0
TMEM140	34.7703	0
TMEM141	31.0898	100.699
TMEM143	37.7577	0
TMEM144	7.127280105014	0
TMEM145	0	0
CATSPERD	0	0
TMEM147	156.771	139.66
IGFLR1	105.384	41.87654
TMEM14A	0	16.6147
TMEM14B	80.6817	52.2315
TMEM14C	0	86.0225
TMEM150A	33.05170109211	0
TMEM150B	60.6452	21.1101
TMEM150C	0	0
TMEM151A	0	0
TMEM151B	0	0
TMEM154	37.6888	31.6653
TMEM155	0	0
TMEM156	12.94259	0
TMEM158	0	16.1719
TMEM159	13.3856	0
TMEM160	0	158.71
TMEM161A	27.26522	0
TMEM161B	0	15.9096
TMEM163	37.9955	0
TMEM164	11.6757	47.3971
TMEM165	24.314	33.3972
TMEM167A	49.8242	21.1583
TMEM167B	53.6992	23.6984
TMEM168	8.68285	16.406
TMEM169	0	0
TMEM170A	24.18823	3.74596
TMEM170B	10.7696	5.77302
TMEM171	0	0
TMEM173	186.544	87.8996
TMEM174	0	0
TMEM175	47.7876	53.3979
TMEM176A	0	16.1778
TMEM176B	0	69.6589
TMEM177	0	0
TMEM178A	0	0
TMEM179B	49.3478	48.3378
TMEM179	0	0
TMEM17	0	0
MFSD13A	19.4975	31.0371
TMEM181	37.9154	8.97446
TMEM182	0	0
TMEM183A	89.98112	115.1139
TMEM184A	0	0
TMEM184B	6.427274819	5.3084938932
TMEM184C	0	0
TMEM185A	0	0
TMEM185B	0	7.68349
TMEM186	0	0
TMEM187	14.5381	9.88737
CNEP1R1	24.2341	0
TMEM189-UBE2V1	0	0
TMEM189	23.7272	35.75336
TMEM18	0	6.88625
TMEM190	0	0
TMEM191A	0	0
TMEM192	0	10.8243
NEMP1	12.7377615	3.014603563
NEMP2	0	4.45943
AGMO	0	0
TMEM196	0	0
TMEM198	0	7.38206
TMEM199	16.9826	0
TMEM19	10.926	15.0844174
TMEM200A	0	5.58336
TMEM200B	0	0
TMEM200C	0	0
TMEM201	5.9742	0
TMEM202	0	0
TMEM203	15.7045	42.5196
TMEM204	27.737	38.5202
TMEM205	33.9532	92.2756
TMEM206	36.5917	8.37553
TMEM207	0	0
TMEM208	0	42.9573
TMEM209	0	24.5137
SLC35G1	0	0
TMEM211	0	0
TMEM212	0	0
TMEM213	0	0
TMEM214	56.1308	28.0146
TMEM215	0	0
TMEM216	27.7718	0
TMEM217	0	0
TMEM218	28.77243	9.7903957
TMEM219	52.2574602	67.8659755
TMEM220	7.58685661	0
TMEM222	88.0286	30.67997
TMEM223	27.9473	18.0185
TMEM225	0	0
TMEM229A	0	0
TMEM229B	5.64056	11.9431
SLC35G2	0	0
TMEM231	0	0
TMEM232	0	0
TMEM233	0	0
TMEM25	0	11.8244
TMEM26	0	0
TMEM27	0	0
TMEM2	25.0199	12.51779
TMEM30A	51.5545000536223	51.0462
TMEM30B	19.79411	0
TMEM30C	0	0
TMEM31	0	0
TMEM33	9.29035	12.8304
TMEM35	0	0
TMEM37	0	0
TMEM38A	14.9935	0
TMEM38B	0	7.89201
TMEM39A	0	11.0016
TMEM39B	20.4531	54.32635
TMEM40	0	0
TMEM41A	16.5115	5.75824
TMEM41B	14.0161	4.56392
TMEM42	53.7225	104.349
TMEM43	111.6479	34.0032
TMEM44	0	0
TMEM45A	36.6718	7.74905
TMEM45B	0	0
TMEM47	0	0
NDC1	20.9021	34.049188
VMP1	128.6588956812	33.3102
TMEM50A	93.3537	116.8292
TMEM50B	30.3494	14.0138
TMEM51	0	8.74174
TMEM52	0	0
TMEM53	0	0
TMEM54	0	0
TMEM55A	9.80697	6.80133
TMEM55B	42.881577745	9.730969395
TMEM56	0	0
TMEM57	8.14267	23.06889
TMEM59L	0	0
TMEM59	111.7527	151.9424
TMEM5	0	11.411
TMEM60	0	0
TMEM61	0	0
TMEM62	0	14.8809
TMEM63A	129.502	7.94822
TMEM63B	15.8535	6.61293
TMEM63C	0	0
TMEM64	9.46589	7.10918
TMEM65	0	0
SARAF	442.0106	659.84700012614
TMEM67	0	12.1662
TMEM68	0	7.05327
TMEM69	50.0638	67.503
TMEM70	0	0
TMEM71	91.7732	57.286
TMEM72	0	0
TMEM74	0	0
TMEM79	36.3711	8.4965
TMEM80	15.2393180788	0
TMEM81	0	0
TMEM82	0	0
EWSAT1	0	0
EMC4	65.3002	103.368
TMEM86A	0	4.52759
TMEM86B	52.8131	20.1104
TMEM87A	60.5135	32.4798
TMEM87B	8.73163	14.4528
TMEM88B	0	0
TMEM88	30.4478	0
TMEM89	0	0
TMEM8A	67.2836	26.6156
TMEM8B	0	0
TMEM8C	0	0
SYNDIG1L	0	0
SYNDIG1	0	0
TMEM91	29.0865640372	23.259
TMEM92	0	0
EMC6	41.7767	25.5638
TMEM95	0	0
TMEM97	0	0
TMEM98	0	0
TMEM99	0	0
TMEM9B	31.1876	63.3583
TMEM9	31.769013	75.208455462105
TMF1	13.13945	7.02602
TMIE	0	0
TMIGD1	0	0
TMIGD2	20.02709376	26.642617087
TMLHE	18.75362	12.5381
TMOD1	0	0
TMOD2	12.661273032796	3.502693747
TMOD3	75.2942	73.2993
TMOD4	46.0373	0
TMPO	55.03558	65.1277
TMPPE	11.5642	0
TMPRSS11A	0	0
TMPRSS11B	0	0
TMPRSS11D	0	0
TMPRSS11F	0	0
TMPRSS12	0	0
TMPRSS13	14.6172	0
TMPRSS15	0	0
TMPRSS2	0	0
TMPRSS3	0	0
TMPRSS4	0	0
TMPRSS5	0	0
TMPRSS6	0	0
TMPRSS7	0	0
TMPRSS9	0	0
TMSB10	3352.41	6136.53
TMSB15A	0	0
TMSB15B	0	0
TMSB4Y	0	0
TMTC1	3.22275	0
TMTC2	27.89938	0
TMTC3	3.13461	4.47231
TMTC4	6.51052	0
TMUB1	0	88.181549023
TMUB2	82.3678384626	14.16453
TMX1	20.8465	27.6334
TMX2	55.3513	10.637
TMX3	53.52746292	13.765596678
TMX4	49.8302	34.5353
TNC	0	2.40494
TNFAIP1	6.84496	4.80651
TNFAIP2	1025.90164	35.10770366379
TNFAIP3	56.8158	109.585
TNFAIP6	0	0
TNFAIP8L1	12.1029	14.9714
TNFAIP8L2	64.2713	28.3422
TNFAIP8L3	0	0
TNFAIP8	0	75.026200116785
TNFRSF10A	14.1567	0
TNFRSF10B	39.28159	19.1059
TNFRSF10C	0	0
TNFRSF10D	6.53167	9.18519
TNFRSF11A	0	0
TNFRSF11B	0	0
TNFRSF12A	56.7551	0
TNFRSF13B	0	13.6627
TNFRSF13C	0	18.078177
TNFRSF14	364.0389	57.9977
TNFRSF17	0	0
TNFRSF18	26.2554	0
TNFRSF19	14.5477	0
TNFRSF1A	106.572	129.9894
TNFRSF1B	356.884002182462	295.649000363389
TNFRSF21	0	0
TNFRSF25	147.7918	15.7322
TNFRSF4	24.0045	0
TNFRSF6B	0	0
TNFRSF8	0	7.61037
TNFRSF9	0	0
TNFSF10	181.2475	51.2424
TNFSF11	0	0
TNFSF12-TNFSF13	2.06732	84.9848
TNFSF12	70.8775	39.7401
TNFSF13B	62.7518	29.1692
TNFSF13	146.2373	89.9851
TNFSF14	0	0
TNFSF15	0	0
TNFSF18	0	0
TNFSF4	0	4.72976
TNFSF8	24.1284	24.8662
TNFSF9	0	0
TNF	18.6587	12.4794
TNIK	4.10797663771	15.7168
TNIP1	146.8503	149.0813637
TNIP2	86.0413	19.5213
TNIP3	9.8370270959	0
TNK1	0	7.13331
TNK2	121.48673	35.8263
TNKS1BP1	5.08551	0
TNKS2	10.8296	2.56994
TNKS	7.27092	16.89259
TNMD	0	0
TNNC1	0	24.772
TNNC2	0	0
TNNI1	0	0
TNNI2	0	0
TNNI3K	0	0
TNNI3	0	0
TNNT1	53.9189	30.2543
TNNT2	0	0
TNNT3	0	0
TNN	0	0
TNP1	0	0
TNP2	0	0
TNPO1	24.294516393	5.71118631009
TNPO2	9.29676882	6.589319756
TNPO3	16.1754	10.92766
TNRC18	43.55335	30.0695
TNRC6A	30.51996	5.73233
TNRC6B	12.65001256712	12.0647300177477
TNRC6C	29.742463973	13.3097677645
TNR	0	9.09983
TNS1	4.89422	0
TNS3	20.71675	4.22598
TNS4	0	0
TNXB	0	0
TOB1	16.6879	45.0379
TOB2	25.0248	21.252
TOE1	11.02950617806	0
TOLLIP	19.1926	23.725974065
TOM1L1	0	0
TOM1L2	12.5972222	2.981986547
TOM1	71.60110006	29.0456
TOMM20L	0	0
TOMM20	27.3291	118.535
TOMM22	71.9054	132.617
TOMM34	12.6074	8.64254
TOMM40L	29.2652	26.8513
TOMM40	76.64945	48.55553
TOMM5	0	0
TOMM6	26.4511	263.3344
TOMM70A	15.7527	25.9851
TOMM7	228.637	496.379
TOP1MT	21.403	70.7928
TOP1	25.85647	17.3774
TOP2A	0	0
TOP2B	123.54629	130.8732
TOP3A	23.5445	18.644
TOP3B	72.15398	5.753218
TOPBP1	53.1417	9.06089
TOPORS	5.81097	11.7099
TOR1AIP1	36.2466	31.68259
TOR1AIP2	0	0
TOR1A	45.1537	31.1227
TOR1B	8.43132	0
TOR2A	47.9303	14.7188
TOR3A	22.4053	79.7655
TOX2	0	0
TOX3	0	0
TOX4	49.7800896717	27.5179
TOX	0	11.7558
TP53AIP1	0	0
TP53BP1	21.315	2.8951
TP53BP2	25.061	12.17853
TP53I11	26.242900294489	9.3845900694073
TP53I13	118.514	34.2087
TP53I3	0	53.2163
TP53INP1	24.2731522	25.8731965
TP53INP2	0	3.92535
TP53RK	6.85557	5.10897
TP53TG3D	0	0
TP53TG5	0	0
TP53	141.9103	60.8772
TP63	0	0
TP73	0	0
TPBG	0	0
TPCN1	53.59020513753	35.7330000515374
TPCN2	42.2029	3.49861
TPD52L1	0	0
TPD52L2	71.4114	86.043200124872
TPD52L3	0	0
TPD52	5.96775	13.2304
TPH1	0	0
TPH2	0	0
TPI1P2	0	0
TPI1	385.973	430.73
TPK1	10.581	21.9436
TPM1	22.7925	10.55276
TPM2	85.3643	0
TPM3	360.1026	1199.3645
TPM4	151.3458	135.564
TPMT	15.731	20.4281
TPO	0	0
TPP1	290.4131	183.6238
TPP2	43.6329	17.1664
TPPP2	0	0
TPPP3	0	16.1615
TPPP	0	0
TPRA1	52.463000755328	28.77280134555
TPRG1L	42.0825	47.1284
TPRG1	0	0
TPRKB	36.4725	39.6228
TPRN	0	0
TPRX1	0	0
TPR	55.5384	14.9099
TPSAB1	0	0
TPSB2	0	0
TPSD1	0	0
TPSG1	0	0
TPST1	0	0
TPST2	113.987	107.0161
TPT1	6161.4145	12134.483
TPTE2	0	0
TPTE	0	0
TPX2	6.2902	0
TRA2A	81.0124	35.7685
TRA2B	104.13797	78.1879
TRABD	154.359	30.436035
TRADD	99.3035	17.0759
TRAF1	56.5386525442	8.72902
TRAF2	65.982	7.43353
TRAF3IP1	5.77456	0
TRAF3IP2	12.1104	0
TRAF3IP3	446.6515	115.5904
TRAF3	21.7552	30.0413
TRAF4	16.0548	0
TRAF5	28.8875545724	8.80834
TRAF6	0	0
TRAF7	56.5475	22.1122
TRAFD1	35.3701	14.92482
TRAIP	0	0
TRAK1	9.014531723	12.7862150761
TRAK2	6.93343	43.1506
TRAM1L1	0	0
TRAM1	66.9402	113.62
TRAM2	6.63004	4.56616
TRANK1	37.9644	14.4817
TRAP1	11.1126	29.7894
TRAPPC10	83.4583	35.886400314378
TRAPPC1	368.395	253.656
TRAPPC2L	95.8656	0
TRAPPC2	0	8.10258
TRAPPC3	0	66.0564
TRAPPC4	24.8401	46.3757
TRAPPC5	41.4635	76.2043
TRAPPC6A	107.643	112.215
TRAPPC6B	36.6278	0
TRAPPC9	10.651	24.2401
TRAT1	71.3771	31.2663
TRDMT1	0	0
TRDN	0	0
TREH	0	0
TREM1	114.122	0
TREM2	0	0
TREML1	0	0
TREML2	6.12304	0
TREML4	0	0
TRERF1	9.64436439488	6.8777071993495
TREX1	92.7452	45.49621
TREX2	0	0
TRHDE	0	0
TRHR	0	0
TRH	0	0
TRIAP1	0	56.5341
TRIB1	6.34797	19.8799
TRIB2	25.9709	22.95039
TRIB3	10.0704	0
TRIL	0	0
TRIM10	0	0
TRIM11	8.70397	18.5847
TRIM13	0	2.77118298129
TRIM14	62.3525	69.114966
TRIM15	0	0
TRIM16L	0	0
TRIM16	14.6037	0
TRIM17	27.033	0
TRIM21	12.4024	25.5276
TRIM22	236.515	52.973656
TRIM23	9.881440644	0
TRIM24	23.5658	12.4611
TRIM25	36.681946	3.3156095983
TRIM26	81.7017	15.0008529
TRIM27	31.3474	43.8405
TRIM28	173.8607	109.94000013788
TRIM29	0	0
TRIM2	0	0
TRIM31	0	0
TRIM32	0	0
TRIM33	30.54168	25.0272
TRIM34	27.3258	17.66039
TRIM35	53.07792	17.2045
TRIM36	0	0
TRIM37	5.1832285652	4.48443
TRIM38	43.436149571199	16.02784
TRIM39	13.8572	13.0477
TRIM3	15.0526	0
TRIM40	0	0
TRIM41	23.7527	24.2301
TRIM42	0	0
TRIM43	0	0
TRIM44	31.6633	18.6517
TRIM45	0	0
TRIM46	0	0
TRIM47	0	0
TRIM48	0	0
TRIM49D2	0	0
TRIM49	0	0
TRIM4	21.2417	19.6573
TRIM50	0	0
TRIM52	31.8957	0
TRIM54	0	0
TRIM55	0	0
TRIM56	19.6356	9.20369
TRIM58	4.61442	0
TRIM59	5.93095	8.36167
TRIM5	0	20.7496
TRIM6-TRIM34	0	0
TRIM60	0	0
TRIM61	0	0
TRIM62	23.9485	4.21944
TRIM63	0	0
TRIM64	0	0
TRIM65	33.8996	4.76215
TRIM66	27.74203	13.7923
TRIM67	0	0
TRIM68	0	0
TRIM69	0	0
TRIM6	0	6.04782356596
TRIM71	0	0
TRIM72	0	0
TRIM74	9.69748	0
TRIM77	0	0
TRIM7	0	0
TRIM8	68.0995	59.356
TRIM9	0	0
TRIML1	0	0
TRIML2	0	0
TRIOBP	51.2034	28.63760316
TRIO	9.209706	4.97771
TRIP10	0	8.902290599
TRIP11	3.94602	5.61046
TRIP12	74.99377	37.339
TRIP13	10.0384	0
TRIP4	58.8133	8.09164
TRIP6	22.7222	18.854
TRIT1	30.4785	0
TRMT112	306.882	453.814
TRMT11	0	0
TRMT12	0	0
TRMT1	69.4356	8.17434
TRMT2A	65.7239	10.4153
TRMT2B	32.885400352743	6.18821
TRMT5	0	3.14927
TRMT61A	7.15032	5.65242
TRMT61B	15.0629	0
TRMT6	0	29.7341
TRMU	66.8068	0
TRNAU1AP	12.8566	17.6086
TRNP1	0	0
TRNT1	10.6987	0
TROAP	0	0
TROVE2	17.799000312279	18.74497
TRO	0	0
TRPA1	0	0
TRPC1	0	0
TRPC2	0	0
TRPC3	0	0
TRPC4AP	132.6197	18.0005
TRPC4	0	0
TRPC5	0	0
TRPC6	0	0
TRPC7	0	0
TRPM1	0	0
TRPM2	33.30434118454	7.6600862
TRPM3	0	0
TRPM4	0	0
TRPM5	0	0
TRPM6	0	0
TRPM7	33.7124904	19.27304765195
TRPM8	0	0
TRPS1	4.72509	3.38197
TRPT1	62.7974	19.9764
TRPV1	0	0
TRPV2	87.6677	37.8179
TRPV3	0	0
TRPV4	0	0
TRPV5	0	0
TRPV6	0	0
TRRAP	15.3042	8.92925448
TRUB1	6.7737	10.3335
TRUB2	17.1008	34.5287
PRSS58	0	0
TSC1	48.42326101297	10.5319
TSC22D1	14.214	24.85519
TSC22D2	6.034500564749	8.50393
TSC22D3	414.854	287.022196917
TSC22D4	159.361885	183.22888936
TSC2	87.7137	29.497916621
TSEN15	26.5304	18.1377
TSEN2	24.8886	0
TSEN34	18.3188	15.4287
TSEN54	76.2242	59.1866
TSFM	24.6528	0
TSG101	31.9074	10.7876
TSGA10IP	0	0
TSGA10	0	0
TSGA13	0	0
CEP41	24.07371	18.4127
TSHB	0	0
TSHR	0	0
TSHZ1	0	19.5187
TSHZ2	5.2584	3.71734
TSHZ3	0	0
TSIX	0.61262	1.1549
TSKS	0	0
TSKU	0	0
TSLP	0	0
TSNARE1	0	7.75051
TSNAXIP1	0	0
TSNAX	32.1619	18.4717
TSN	37.459	31.4783
TSPAN10	0	0
TSPAN11	0	0
TSPAN12	0	0
TSPAN13	0	8.64254
TSPAN14	55.253293441	110.95750899
TSPAN15	0	0
TSPAN16	0	0
TSPAN17	46.0655670429	25.623519698899
TSPAN18	21.52798	18.29114
TSPAN19	0	0
TSPAN1	0	0
TSPAN2	7.23215	0
TSPAN31	0	22.2506
TSPAN32	220.5049	45.7565
TSPAN33	37.4593	19.5332
TSPAN3	13.1783	42.435
TSPAN4	93.215	0
TSPAN5	0	45.6694
TSPAN6	0	0
TSPAN7	0	0
TSPAN8	0	0
TSPAN9	0	3.75046
TSPO2	0	0
TSPO	645.626	627.489
TSPY1	0	0
TSPY2	0	0
TSPY3	0	0
TSPY4	0	0
TSPYL1	52.2379	42.5176
TSPYL2	33.1565	5.78532
TSPYL4	13.3694	9.13621
TSPYL5	0	0
TSPYL6	0	0
TSR1	19.2455	12.1908
TSR2	18.7855	40.5722
TSSC1	14.0398	28.7039
TSSC4	51.9856	69.9126
TSSK1B	0	0
TSSK2	0	0
TSSK3	0	12.6572
TSSK4	19.9369	0
TSSK6	0	0
TSTA3	57.7796	38.5512
TSTD1	43.3731	155.411
TSTD2	5.167490107012	3.65449
TST	45.074	0
TTBK1	0	0
TTBK2	24.44841	0
TTC12	10.2003001	0
TTC13	81.9682	0
TTC14	38.3155	0
TRAPPC12	18.5996	19.68420143343
TTC16	0	0
TTC17	80.9284	37.7934
CFAP70	0	0
TTC19	0	36.0647
TTC1	35.097	70.7372
TTC21A	0	0
TTC21B	12.3677	0
TTC22	12.0642	0
TTC23L	0	0
TTC23	0	5.0066200800527
TTC24	15.1661	0
TTC25	0	0
TTC26	0	0
TTC27	0	11.7204
TTC28	0	0
TTC29	0	0
TTC30A	0	0
TTC30B	0	0
TTC31	14.0309	16.27657
TTC32	0	41.7791
TTC33	0	0
EMC2	20.2471	0
TTC36	0	0
TTC37	35.3381	9.40176
TTC38	48.3277	13.4144
TTC39A	0	0
TTC39B	27.2831	0
TTC39C	36.5398	19.4822
TTC3	89.22978	69.203355
TTC4	14.1025	9.60821
TTC5	0	0
TTC7A	81.974521637	49.8961
TTC7B	0	9.45393
TTC8	0	0
TTC9B	0	0
TTC9C	22.3322	0
TTC9	17.4461	15.4755
TTF1	0	15.59317
TTF2	0	6.94908
TTK	0	10.966465
TTLL10	0	0
TTLL11	0	19.1397
TTLL12	0	29.0574
TTLL13P	0	0
TTLL1	0	11.4437
TTLL2	0	0
TTLL3	106.13678	9.95094
TTLL4	6.19507	4.36213
TTLL5	0	0
TTLL6	0	0
TTLL7	0	0
TTLL9	0	0
TTL	4.41197	9.39072
TTN	2.09139553	0
TTPAL	21.0636	2.84386
TTPA	0	0
TTR	0	0
TTTY10	0	0
TTTY11	0	0
TTTY12	0	0
TTTY13	0	0
TTTY15	4.34097	0
TTTY16	0	0
TTTY17A	0	0
TTTY18	0	0
TTTY19	0	0
TTTY1B	0	0
TTTY20	0	0
TTTY21B	0	0
TTTY22	0	0
TTTY23	0	0
TTTY3	0	0
TTTY4B	0	0
TTTY5	0	0
TTTY6B	0	0
TTTY7	0	0
TTTY8B	0	0
OFD1P6Y	0	0
TTYH1	0	0
TTYH2	40.2478	11.0688
TTYH3	104.6296	63.794400169861
TUBA1A	117.694	70.2998
TUBA1B	99.10820478146	186.897000098728
TUBA1C	0	0
TUBA3C	0	0
TUBA3D	0	0
TUBA3E	0	0
TUBA4A	149.402	44.7815
TUBA8	0	0
TUBAL3	0	0
TUBB1	19.8174	4.64326
TUBB2A	0	0
TUBB2B	0	0
TUBB4B	46.1233089	71.5979
TUBB3	0	0
TUBB4A	0	7.85445
TUBB6	29.1844	19.35869
TUBB8	0	0
TUBB	121.4972	187.5984
TUBD1	14.1386	17.60710022792
TUBE1	10.5709	7.30786
TUBG1	12.2649	8.41962
TUBG2	13.8987	0
TUBGCP2	149.06533	45.7179
TUBGCP3	34.1285	8.39456565
TUBGCP4	8.70678	0
TUBGCP5	6.71	4.21277
TUBGCP6	137.588524288	30.5334375
TUB	0	0
TUFM	68.9265	79.1153
TUFT1	0	0
TULP1	0	0
TULP2	0	0
TULP3	0	16.6628
TULP4	8.14137	7.44162
TUSC1	0	0
TUSC2	14.66340331654	19.934900126846
TUSC3	0	0
TUSC5	0	0
TUT1	22.9874	15.8309
TWF1	15.26774054415	16.02820831
TWF2	74.8049	149.89
TWIST1	0	0
TWIST2	0	0
TWISTNB	0	0
TWSG1	0	0
TXK	130.2127	25.6641
TXLNA	28.5443	30.333
TXLNB	0	0
TXLNG	0	29.9959
TXN2	96.9748	116.402
TXNDC11	15.247	53.3564
TXNDC12	0	62.0475
TXNDC15	30.545	0
TXNDC16	4.936962	0
TXNDC17	11.4699	0
